12-Jun-20,1819,05PELL,Federal Pell Grant,Federal Pell Grant,6654,15995509,6654,14706780,0,0,6654,14706780,0,0,0,0,0,0,6191,14706780,6861,16443141,6861,14129529,0,0,6861,14129529,0,0,0,0,0,0,5994,14129529,2308,279400,2308,2625001,0,0,2308,2625001,0,0,0,0,0,0,1991,2625001,Grant,Federal Funding Source,PELL,,"$31,461,310.00 ","15,823.00",$0.00 ,0,$0.00 ,0,"31,461,310.00","15,823.00",$0.00 ,$0.00 ,0,0,"$31,461,310.00 ","14,176.00"
12-Jun-20,1920,05PELL,Federal Pell Grant,Federal Pell Grant,6410,15773958,6410,13973947,0,0,6410,13973947,0,0,0,0,0,0,5820,13973124,6555,16136747,6555,13416515,0,0,6555,13416515,0,0,0,0,2,5420,5629,13383275,4,1623,4,2845,0,0,4,2845,0,0,0,0,0,0,0,0,Grant,Federal Funding Source,PELL,,"$27,393,307.00 ","12,969.00","$5,420.00 ",2,$0.00 ,0,"27,393,307.00","12,969.00",$0.00 ,$0.00 ,0,0,"$27,356,399.00 ","11,449.00"
12-Jun-20,2021,05PELL,Federal Pell Grant,Federal Pell Grant,426,1082569,426,1059791,0,0,426,1059791,0,0,0,0,0,0,0,0,426,1082143,426,1059388,0,0,426,1059388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant,Federal Funding Source,PELL,,"$2,119,179.00 ",852,$0.00 ,0,$0.00 ,0,"2,119,179.00",852,$0.00 ,$0.00 ,0,0,$0.00 ,0
12-Jun-20,1920,06IRAQ,Iraqi/Afghan Svc Grant,Iraqi/Afghan Svc Grant,1,2905,1,2905,0,0,1,2905,0,0,0,0,0,0,1,2905,1,2905,1,2905,0,0,1,2905,0,0,0,0,0,0,1,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grant,Federal Funding Source,GTIV,,"$5,810.00 ",2,$0.00 ,0,$0.00 ,0,"5,810.00",2,$0.00 ,$0.00 ,0,0,"$5,810.00 ",2
12-Jun-20,1819,10ZELL,Zell Miller Scholarship,Zell Miller Scholarship,13703,65243028,11671,54407662.6,2032,0,11671,54407662.6,0,0,2032,9594000,0,0,11493,54384006.36,13707,64840674,11687,52990750.04,2020,0,11687,52990750.04,0,0,2020,9630270,0,0,11238,52960367.86,5141,8997138,5093,7719769.14,48,0,5093,7719769.14,0,0,48,73788,0,0,4506,7714264.58,Outside Scholarship,State Funding Source,,,"$115,118,181.78 ","28,451.00",$0.00 ,0,"$19,298,058.00 ","4,100.00","115,118,181.78","28,451.00",$0.00 ,$0.00 ,"4,100.00",0,"$115,058,638.80 ","27,237.00"
12-Jun-20,1920,10ZELL,Zell Miller Scholarship,Zell Miller Scholarship,14695,70895048,12788,60258006.55,1907,0,12788,60258006.55,0,0,1907,9293024,0,0,12422,60225935.55,14594,70101994,12693,58619220.52,1901,0,12693,58619220.52,0,0,1901,9299905,3,12699,12097,58531801.67,101,408630,101,425494,0,0,101,425494,0,0,0,0,0,0,0,0,Outside Scholarship,State Funding Source,,,"$119,302,721.07 ","25,582.00","$12,699.00 ",3,"$18,592,929.00 ","3,808.00","119,302,721.07","25,582.00",$0.00 ,$0.00 ,"3,808.00",0,"$118,757,737.22 ","24,519.00"
12-Jun-20,2021,10ZELL,Zell Miller Scholarship,Zell Miller Scholarship,8,39160,8,39160,0,0,8,39160,0,0,0,0,0,0,0,0,8,39160,8,39160,0,0,8,39160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside Scholarship,State Funding Source,,,"$78,320.00 ",16,$0.00 ,0,$0.00 ,0,"78,320.00",16,$0.00 ,$0.00 ,0,0,$0.00 ,0
12-Jun-20,1819,10ZRTR,Zell Miller Scholarship,Zell Miller Scholarship,4,13359,0,0,4,0,0,0,0,0,4,13359,0,0,2,0,3,11940,0,0,3,0,0,0,0,0,3,11940,0,0,1,0,10,46281,9,49638,1,0,9,49638,0,0,1,2838,0,0,10,49638,Outside Scholarship,State Funding Source,,,"$49,638.00 ",9,$0.00 ,0,"$28,137.00 ",8,"49,638.00",9,$0.00 ,$0.00 ,8,0,"$49,638.00 ",13
12-Jun-20,1819,15HOPE,HOPE Scholarship,HOPE Scholarship,11479,39942007,10869,34344311.04,610,0,10869,34344311.04,0,0,610,2015264.08,0,0,10775,34334639.04,11699,40096571,11262,33602326.2,437,0,11262,33602326.2,0,0,437,1473546,0,0,10550,33591910.2,5551,7745097,5438,6348907.04,113,0,5438,6348907.04,0,0,113,167619,0,0,4809,6347219.04,Outside Scholarship,State Funding Source,,,"$74,295,544.28 ","27,569.00",$0.00 ,0,"$3,656,429.08 ","1,160.00","74,295,544.28","27,569.00",$0.00 ,$0.00 ,"1,160.00",0,"$74,273,768.28 ","26,134.00"
12-Jun-20,1920,15HOPE,HOPE Scholarship,HOPE Scholarship,10571,37748568,10044,32675255.72,527,0,10044,32675255.72,0,0,527,1858224,2,4352,9981,32668855.72,10510,37146672,10125,31418387.28,385,0,10125,31418387.28,0,0,385,1414576,2,6656,9593,31367187.28,145,495392,145,477440,0,0,145,477440,0,0,0,0,0,0,0,0,Outside Scholarship,State Funding Source,,,"$64,571,083.00 ","20,314.00","$11,008.00 ",4,"$3,272,800.00 ",912,"64,571,083.00","20,314.00",$0.00 ,$0.00 ,912,0,"$64,036,043.00 ","19,574.00"
